bookID,title,authors,average_rating,isbn,isbn13,language_code,ratings_count,text_reviews_count,year,month,publisher,is_part_of_series,is_box_set,book_length
10575,Stationary Bike,Stephen King/Ron McLarty,3.54,0743555619,9780743555616,eng,3035,167,2006,7,Simon & Schuster Audio,False,False,Short
10579,Everything's Eventual: 14 Dark Tales,Stephen King,3.97,1416524355,9781416524359,eng,73145,1519,2005,11,Pocket Books,False,False,Medium
10581,The Mist,Stephen King/ZBS Foundation,3.95,0671874756,9780671874759,eng,168,10,1993,9,Simon & Schuster Audio,False,False,Short
10583,Pet Sematary,Stephen King,3.98,1416524347,9781416524342,eng,257466,3768,2005,11,Pocket Books,False,False,Medium
10585,Insomnia,Stephen King/Bettina Blanch Tyroller,3.82,8497597729,9788497597722,spa,117901,2028,2005,2,Debolsillo,False,False,Long
10586,The Stephen King Collection: Stories from Night Shift,Stephen King/John  Glover,4.0,0739317369,9780739317365,eng,56,9,2005,2,Random House Audio,False,False,Short
10587,The Man in the Black Suit: 4 Dark Tales,Stephen King/Ana Juan/John Cullum/Becky Ann Baker/Íñigo Jáuregui/Peter Gerety/Arliss Howard,3.78,074352585X,9780743525855,eng,1369,101,2002,11,Simon & Schuster Audio,False,False,Short
10593,The Shining,Stephen King/Campbell Scott,4.22,0743537009,9780743537001,eng,357,107,2005,8,Simon & Schuster Audio,False,False,Short
10594,Stephen King: America's Best-Loved Boogeyman,George Beahm,3.78,0836254279,9780836254273,eng,50,2,1998,5,Andrews McMeel Publishing,False,False,Medium
10597,The Illustrated Stephen King Trivia Book,Brian James Freeman/Bev Vincent/Glenn Chadbourne,4.23,1587671166,9781587671166,eng,22,5,2005,5,Cemetery Dance Publications,False,False,Medium
10599,Gray Matter and Other Stories from Night Shift,Stephen King/John  Glover,3.93,055347183X,9780553471830,eng,156,9,1993,8,Random House Audio,False,False,Short
10603,Cujo,Stephen King,3.71,0307348245,9780307348241,spa,197993,2816,2006,6,Plaza y Janés,False,False,Medium
10605,Thinner,Richard Bachman/Stephen King,3.71,0451190750,9780451190758,eng,155020,1513,1996,9,Signet,False,False,Medium
10606,Stephen King from A to Z: An Encyclopedia of His Life and Work,George Beahm,3.83,0836269144,9780836269147,eng,53,2,1999,3,Andrews McMeel Publishing,False,False,Short
10607,Black House (The Talisman  #2),Stephen King/Peter Straub,4.01,034547063X,9780345470638,eng,46428,1220,2003,9,Ballantine Books,True,False,Medium
10612,The Stephen King Universe: A Guide to the Worlds of the King of Horror,Stanley Wiater/Christopher Golden/Hank Wagner,4.15,1580631606,9781580631600,eng,6471,44,2001,5,Renaissance Books,False,False,Medium
10613,Night Shift,Stephen King,4.0,0451170113,9780451170118,eng,1290,84,1979,2,Signet,False,False,Medium
10614,Misery,Stephen King,4.16,0450417395,9780450417399,eng,429510,7051,1988,11,New English Library,False,False,Medium
10617,The Bachman Books,Richard Bachman/Stephen King,4.11,0452277752,9780452277755,eng,62529,494,1996,10,Plume,False,False,Long
10620,Misery,Stephen King/María Mir,4.16,074323359X,9780743233590,spa,129,13,2002,3,Simon & Schuster Libros en Español,False,False,Medium
10622,Carrie,Stephen King,3.96,0671039725,9780671039721,eng,2707,192,1999,10,Pocket Books,False,False,Short
10624,"Four Past Midnight: Featuring ""The Langoliers""",Stephen King,3.93,0451185978,9780451185976,eng,308,20,1995,5,Signet,False,False,Long
10629,Christine,Stephen King/Marie Milpois,3.77,2253147699,9782253147695,fre,178403,2088,2001,6,LGF,False,False,Medium
10631,Sam Walton: Made In America,Sam Walton/John Huey,4.15,0553562835,9780553562835,eng,14157,610,1993,6,Bantam,False,False,Medium
10638,The Road to Reality: A Complete Guide to the Laws of the Universe,Roger Penrose,4.11,0679776311,9780679776314,eng,6164,142,2007,1,Vintage,False,False,Long
10639,The Paradox of Choice: Why More Is Less,Barry Schwartz,3.85,0060005696,9780060005696,eng,25312,1223,2005,1,Harper Perennial,False,False,Short
10654,Coach: Lessons on the Game of Life,Michael   Lewis,3.82,0393060918,9780393060911,eng,1502,167,2005,4,W. W. Norton & Company,False,False,Short
10655,Losers: The Road to Everyplace But the White House,Michael   Lewis,3.87,0679768092,9780679768098,eng,235,19,1998,7,Vintage,False,False,Medium
10656,Next: The Future Just Happened,Michael   Lewis,3.67,0393323528,9780393323528,eng,1317,106,2002,5,W. W. Norton & Company,False,False,Short
10662,The Ends of the Earth: A Journey to the Frontiers of Anarchy,Robert D. Kaplan,4.12,0679751238,9780679751236,eng,1278,74,1997,1,Vintage,False,False,Medium
10663,Salvation to the Ends of the Earth: A Biblical Theology of Mission (New Studies in Biblical Theology (InterVarsity Press)  #11),Andreas J. Köstenberger/Peter T. O'Brien,3.93,0851115195,9780851115191,eng,93,8,2001,1,Inter Varsity Press,True,False,Medium
10666,The Ends Of The Earth: A Journey At The Dawn Of The 21st Century,Robert D. Kaplan,4.12,0679431489,9780679431480,eng,10,3,1996,2,Random House Inc.,False,False,Medium
10669,When Genius Failed: The Rise and Fall of Long-Term Capital Management,Roger Lowenstein,4.19,0375758259,9780375758256,eng,20145,530,2001,10,Random House Trade Paperbacks,False,False,Short
10670,When Genius Failed: The Rise And Fall Of Long Term Capital Management,Roger Lowenstein,4.19,1841155047,9781841155043,eng,247,13,2009,6,Fourth Estate,False,False,Short
10682,The Secret of Fantasy Forest (Sweet Valley Kids #67),Francine Pascal/Molly Mia Stewart/Ying-Hwa Hu,3.94,0553483323,9780553483321,eng,54,2,1996,9,Sweet Valley,True,False,Short
10686,Pearl and Wagner: Three Secrets,Kate McMullan/Janet Allison Brown/R.W. Alley,3.84,0803725744,9780803725744,eng,60,7,2004,5,Dial,False,False,Short
10687,A History of Britain: The Fate Of Empire 1776-2000 (A History of Britain  #3),Simon Schama,4.06,0786868996,9780786868995,eng,675,41,2002,12,Miramax Books,True,False,Medium
10689,The Devil in the White City Murder  Magic and Madness at the Fair that Changed America,Erik Larson,3.99,0385602057,9780385602051,eng,22,6,2003,3,Doubleday,False,False,Medium
10691,O Historiador,Elizabeth Kostova,3.78,857302710X,9788573027105,por,43,3,2005,8,Suma de Letras Brasileiras,False,False,Medium
10698,Kim,Rudyard Kipling/Jeffrey Meyers,3.72,1593081928,9781593081928,eng,398,63,2003,12,Barnes & Noble Classics,False,False,Short
10701,Birds Without Wings,Louis de Bernières,4.16,0436205491,9780436205491,eng,48,8,2004,7,Secker,False,False,Medium
10711,God Knows,Joseph Heller,3.8,0684841258,9780684841250,eng,2992,163,1997,11,Simon & Schuster,False,False,Medium
10712,Picture This,Joseph Heller,3.68,0684868199,9780684868196,eng,1219,67,2000,3,Simon & Schuster,False,False,Medium
10713,Closing Time,Joseph Heller,3.02,0743239806,9780743239806,eng,106,9,2003,7,Simon & Schuster (Trade Division),False,False,Medium
10714,Good as Gold,Joseph Heller,3.36,0684839741,9780684839745,eng,2631,100,1997,11,Simon & Schuster,False,False,Medium
10718,Something Happened,Joseph Heller,3.52,0684841215,9780684841212,eng,6166,399,1997,11,Simon & Schuster,False,False,Medium
10732,Archie Americana Series: Best of the Eighties  Vol. 1,George Gladir/John L. Goldwater/Steve Geppi/Michael I. Silberkleit,3.91,1879794063,9781879794061,eng,61,1,2001,6,Archie Comics,False,False,Short
10739,The Moviegoer,Walker Percy,3.68,0375701966,9780375701962,eng,21634,1660,1998,4,Vintage Books USA,False,False,Short
10750,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire/Douglas Smith,3.53,0060745908,9780060745905,eng,2828,459,2004,3,William Morrow Paperbacks,False,False,Medium
10751,Wicked: Memorias de una bruja mala (Los años malvados  #1),Gregory Maguire/Claudia Conde,3.53,0061351393,9780061351396,spa,47,10,2007,5,Rayo,True,False,Medium
10756,The Sword and the Shield: The Mitrokhin Archive & the Secret History of the KGB,Christopher M. Andrew/Vasili Mitrokhin,3.93,0465003125,9780465003129,eng,1170,82,2000,8,Basic Books,False,False,Long
10757,Lay Down My Sword And Shield (Hackberry Holland  #1),James Lee Burke,3.89,0752842692,9780752842691,eng,1680,117,2003,9,Orion,True,False,Medium
10760,Sword and Shield,John Terra,4.0,1560764988,9781560764984,eng,5,1,1992,9,TSR Inc.,False,False,Short
10765,A Year in the Merde,Stephen Clarke,3.54,1582346178,9781582346175,eng,11429,979,2006,5,Bloomsbury Publishing PLC,False,False,Short
10767,Merde!: The Real French You Were Never Taught at School,Geneviève/Michael    Heath,3.96,0684854279,9780684854274,eng,155,13,1998,12,Gallery Books,False,False,Short
10770,Merde Encore!: More of the Real French You Were Never Taught at School,Geneviève/Michael    Heath,3.96,0684854287,9780684854281,eng,46,1,1998,12,Gallery Books,False,False,Short
10772,Can't Wait to Get to Heaven,Fannie Flagg/Cassandra Campbell,3.91,1415930686,9781415930687,eng,326,66,2006,7,Books on Tape,False,False,Medium
10776,Green Hills of Africa,Ernest Hemingway/Edward Shenton,3.56,0099460955,9780099460954,eng,7290,387,2004,3,Vintage Classics,False,False,Short
10778,Across the River and into the Trees,Ernest Hemingway,3.33,0684844648,9780684844640,eng,5546,342,1998,4,Scribner,False,False,Short
10780,Hemingway: The Paris Years,Michael S. Reynolds,4.17,0393318796,9780393318791,eng,490,35,1999,5,W. W. Norton & Company,False,False,Medium
10783,Adios Hemingway,Leonardo Padura/John King,3.72,184195795X,9781841957951,eng,659,85,2006,3,Canongate U.S.,False,False,Short
10785,By-Line: Selected Articles and Dispatches of Four Decades,Ernest Hemingway/William M. White,3.96,0684839059,9780684839059,eng,421,33,1998,5,Scribner,False,False,Medium
10787,The Hemingway Women: Those Who Love Him - The Wives And Others,Bernice Kert,4.17,0393318354,9780393318357,eng,279,32,1998,12,W. W. Norton & Company,False,False,Medium
10789,Hemingway: A Biography,Jeffrey Meyers,4.0,0306808900,9780306808906,eng,197,15,1999,5,Da Capo Press,False,False,Medium
10792,The Sword of Straw (The Sangreal Trilogy  #2),Amanda Hemingway,3.81,0345460804,9780345460806,eng,138,8,2006,3,Del Rey,True,False,Medium
10796,A Farewell to Arms,Ernest Hemingway/John Slattery,3.8,0743564375,9780743564373,eng,290,65,2006,5,Simon & Schuster Audio,False,False,Short
10797,A Farewell to Arms,Ernest Hemingway,3.8,0684174693,9780684174693,eng,174,30,1982,2,MacMillan Publishing Company,False,False,Medium
10801,The Big Rock Candy Mountain,Wallace Stegner,4.15,0140139397,9780140139396,eng,6187,669,1991,3,Penguin,False,False,Medium
10802,Beyond the Hundredth Meridian: John Wesley Powell and the Second Opening of the West,Wallace Stegner/Bernard DeVoto,4.07,0140159940,9780140159943,eng,3010,244,1992,3,Penguin Books Ltd.,False,False,Medium
10804,Collected Stories,Wallace Stegner/Lynn Stegner,4.22,0143039792,9780143039792,eng,608,59,2006,7,Penguin Classics,False,False,Medium
10805,All the Little Live Things,Wallace Stegner,4.09,0140154418,9780140154412,eng,2595,350,1991,12,Penguin Books Ltd.,False,False,Medium
10806,Where the Bluebird Sings to the Lemonade Springs,Wallace Stegner/T.H. Watkins,4.1,0375759328,9780375759321,eng,1553,113,2002,4,Modern Library,False,False,Short
10808,Wallace Stegner: His Life and Work,Jackson J. Benson,4.19,0140247963,9780140247961,eng,88,8,1997,11,Penguin Books Ltd.,False,False,Medium
10810,Letters of E.B. White,E.B. White/Dorothy Lobrano Guth/Martha White/John Updike,4.13,0060757086,9780060757083,eng,694,39,2006,11,Harper,False,False,Long
10814,Here Is New York,E.B. White/Roger Angell/Barbara Cohen/Judith Stonehill,4.3,1892145022,9781892145024,eng,5379,544,2000,1,Little Bookroom,False,False,Short
10826,Charlotte's Web,E.B. White/Garth Williams,4.17,0061228745,9780061228742,eng,7,1,2006,11,HarperEntertainment,False,False,Short
10832,Charlotte's Web,E.B. White/Garth Williams,4.17,0140364498,9780140364491,eng,223,22,1993,10,Penguin Books  Limited (UK),False,False,Short
10836,Che Guevara: A Revolutionary Life,Jon Lee Anderson/José Hernández/Leena Nivala,4.12,0802135587,9780802135582,eng,15468,548,1998,3,Grove Press (NYC),False,False,Long
10846,Gatsby's Girl,Caroline Preston,3.54,0618537252,9780618537259,eng,863,121,2006,5,Houghton Mifflin Harcourt,False,False,Medium
10853,In Search of Captain Zero: A Surfer's Road Trip Beyond the End of the Road,Allan C. Weisbecker,3.89,1585421774,9781585421770,eng,2246,166,2002,9,Tarcherperigee,False,False,Medium
10863,Pipe Dream (Strivers Row),Solomon Jones,3.97,0375756604,9780375756603,eng,139,17,2001,7,Villard,False,False,Medium
10867,The Pleasure of My Company,Steve Martin,3.78,0786888016,9780786888016,eng,13257,1240,2004,10,Hachette Books,False,False,Short
10873,Shopgirl,Steve Martin,3.43,0786891076,9780786891078,eng,30067,2166,2000,1,Hachette Books,False,False,Short
10876,The Mutineer: Rants  Ravings  and Missives from the Mountaintop  1977-2005,Hunter S. Thompson,4.08,0684873176,9780684873176,eng,84,4,2013,3,Simon & Schuster,False,False,Long
10877,Generation of Swine: Tales of Shame and Degradation in the '80's,Hunter S. Thompson,3.78,0743250443,9780743250443,eng,5980,171,2003,11,Simon & Schuster,False,False,Medium
10879,The Gonzo Way: A Celebration of Dr. Hunter S. Thompson,Anita Thompson,3.96,1555916228,9781555916220,eng,1052,36,2007,7,Fulcrum Publishing,False,False,Short
10880,The Proud Highway: Saga of a Desperate Southern Gentleman  1955-1967,Hunter S. Thompson/Douglas Brinkley,4.14,0345377966,9780345377968,eng,2961,116,1998,4,Ballantine Books,False,False,Long
10884,Einstein: His Life and Universe,Walter Isaacson,4.11,0743264738,9780743264730,eng,113315,2833,2007,4,Simon & Schuster,False,False,Medium
10885,The Wise Men: Six Friends and the World They Made,Walter Isaacson/Evan Thomas,4.07,0684837714,9780684837710,eng,2664,78,1997,6,Simon & Schuster,False,False,Long
10887,Kissinger,Walter Isaacson,3.94,0743286979,9780743286978,eng,2507,140,2005,9,Simon & Schuster,False,False,Long
10890,Traveling Mercies: Some Thoughts on Faith,Anne Lamott,4.16,0385496095,9780385496094,eng,39822,2297,2000,2,Anchor,False,False,Short
10894,Where Rainbows End,Cecelia Ahern,3.94,0007189958,9780007189953,eng,652,109,2004,11,HarperCollins,False,False,Medium
10895,Irish Girls Are Back in Town,Cecelia Ahern/Patricia Scanlan/Gemma O'Connor/Sarah Webb/Maeve Binchy/Marian Keyes/Morag Prunty/Cathy Kelly/Colette Caddle/Marita Conlon-McKenna/Martina Devlin/Clare Dowling/Catherine Foley/Aine Greaney/Suzanne Higgins/Rosaleen Linehan/Joan O'Neill/Julie Parsons/Deirdre Purcell/Martina Reilly/Mary Ryan/Annie Sparrow/Una Brankin,3.74,0743499263,9780743499262,eng,805,36,2005,3,Gallery Books,False,False,Medium
10897,There's No Place Like Here,Cecelia Ahern,3.67,1401301886,9781401301880,eng,1926,314,2007,9,Hachette Books,False,False,Medium
10906,Final Rain (The Survivalist  #19),Jerry Ahern,3.69,0821726846,9780821726846,eng,95,4,1989,6,Zebra,True,False,Short
10907,The Pursuit of Happyness,Chris Gardner,4.19,0060744871,9780060744878,eng,21292,756,2006,10,Amistad,False,False,Medium
10908,Harvesting the Heart,Jodi Picoult,3.6,0140230270,9780140230277,eng,39611,2473,1995,4,Penguin Books Ltd.,False,False,Medium
10909,The Tenth Circle,Jodi Picoult,3.5,074349671X,9780743496711,eng,108646,5039,2006,10,Allen & Ulwin,False,False,Medium
10910,Mercy,Jodi Picoult,3.58,0743422449,9780743422444,eng,42046,2564,2001,4,Washington Square Press,False,False,Medium
10912,Picture Perfect,Jodi Picoult,3.54,0425185508,9780425185506,eng,46383,2502,2002,7,Berkley,False,False,Medium
10914,Songs of the Humpback Whale,Jodi Picoult,3.2,0743431014,9780743431019,eng,27590,1838,2001,10,Washington Square Press,False,False,Medium
10915,Salem Falls,Jodi Picoult,3.82,0743418719,9780743418713,eng,67431,3066,2002,8,Washington Square Press,False,False,Medium
10916,The Pact,Jodi Picoult,4.01,0061150142,9780061150142,eng,244774,8841,2006,8,Avon,False,False,Medium
10917,My Sister's Keeper,Jodi Picoult,4.07,0743454537,9780743454537,eng,986711,29652,2005,2,Washington Square Press,False,False,Medium
10920,Cold Mountain,Charles Frazier,3.86,0802142842,9780802142849,eng,208001,4972,2006,9,Grove Press,False,False,Medium
10921,The Collected Songs of Cold Mountain,Hanshan/Red Pine/John Blofeld,4.41,1556591403,9781556591402,eng,685,36,2000,6,Copper Canyon Press,False,False,Medium
10929,For One More Day,Mitch Albom,4.1,1401303277,9781401303273,eng,113593,6830,2006,9,Hachette Books,False,False,Short
10932,Just One More Day: A Memoir,Susan    Lewis,3.98,0099486830,9780099486831,eng,180,25,2006,1,Arrow Books,False,False,Medium
10939,Ya Sé Que Te Quiero,Billy Crystal/Elizabeth Sayles,4.19,0060845988,9780060845988,spa,0,0,2006,4,Rayo,False,False,Short
10943,Absolutely Mahvelous,Billy Crystal/Dick Schaap,3.79,0399512462,9780399512469,eng,24,2,1986,7,Perigee Trade,False,False,Short
10951,The Last Innocent Man,Phillip Margolin,3.91,0060739681,9780060739683,eng,1667,57,2005,1,HarperTorch,False,False,Medium
10964,Outlander (Outlander  #1),Diana Gabaldon,4.23,0440242940,9780440242949,eng,673350,34690,2005,7,Dell Publishing Company,True,False,Long
10965,A Breath of Snow and Ashes (Outlander  #6),Diana Gabaldon,4.44,0385340397,9780385340397,eng,105950,3992,2006,8,Delta,True,False,Long
10966,Outlander - The Exile of Sharad Hett (Star Wars: Ongoing  Volume 2),Timothy Truman/Rick Leonardi/Tom Raney/Al Rio,3.43,1569715149,9781569715147,eng,126,17,2001,4,Dark Horse,False,False,Short
10967,The Fiery Cross (Outlander  #5),Diana Gabaldon/Janos Farkas,4.27,0440221668,9780440221661,eng,128901,5294,2005,8,Dell,True,False,Long
10968,Refuge (Outlanders  #36),James Axler,3.93,0373638493,9780373638499,eng,5,0,2006,2,Gold Eagle,True,False,Medium
10969,Dragonfly in Amber (Outlander  #2),Diana Gabaldon,4.32,0385302312,9780385302319,eng,1088,118,1992,7,Delacorte Press,True,False,Long
10970,Outlander,Matt Keefe,3.85,184416411X,9781844164110,eng,54,5,2006,12,Games Workshop(uk),False,False,Short
10971,Hydra's Ring (Outlanders  #39),James Axler,3.88,0373638523,9780373638529,eng,25,2,2006,11,Gold Eagle,True,False,Medium
10972,Omega Path (Outlanders  #4),James Axler,3.87,0373638175,9780373638178,eng,80,2,1998,1,Gold Eagle,True,False,Medium
10973,Savage Sun (Outlanders  #3),James Axler,3.84,0373638167,9780373638161,eng,95,3,1997,10,Gold Eagle,True,False,Medium
10974,As I Lay Dying,William Faulkner/E.L. Doctorow,3.71,0375504524,9780375504525,eng,1003,101,2001,1,Modern Library,False,False,Short
10976,Novels  1926-1929,William Faulkner/Noel Polk/Joseph Blotner,4.42,1931082898,9781931082891,eng,199,13,2006,4,Library of America,False,False,Long
10979,Light in August,William Faulkner,3.94,0679732268,9780679732266,eng,47794,1920,1991,1,Vintage,False,False,Medium
10980,Novels 1942–1954: Go Down  Moses / Intruder in the Dust / Requiem for a Nun / A Fable,William Faulkner/Noel Polk/Joseph Blotner,4.44,0940450852,9780940450851,eng,90,7,1994,10,Library of America,False,False,Long
10982,Selected Short Stories,William Faulkner,4.09,0679424784,9780679424789,eng,1017,64,1993,5,Modern Library,False,False,Medium
10984,Three Famous Short Novels: Spotted Horses Old Man the Bear,William Faulkner,3.86,0394701496,9780394701493,eng,1457,117,1958,2,Vintage Books,False,False,Medium
10985,The Town,William Faulkner,4.1,0394701844,9780394701844,eng,1253,68,1961,2,Vintage Books,False,False,Medium
10987,Voyager (Outlander  #3),Diana Gabaldon,4.39,0385335997,9780385335997,eng,198818,8130,2001,8,Delta,True,False,Long
10988,Drums of Autumn (Outlander  #4),Diana Gabaldon,4.35,0385335989,9780385335980,eng,141771,5455,2001,8,Delta,True,False,Long
10989,The Outlandish Companion: Companion to Outlander  Dragonfly in Amber  Voyager  and Drums of Autumn,Diana Gabaldon,4.08,0385324138,9780385324137,eng,11433,478,1999,6,Delacorte Press,False,False,Medium
10990,Lord John and the Private Matter (Lord John Grey  #1),Diana Gabaldon,3.7,0770429459,9780770429454,eng,32446,1345,2005,10,Seal,True,False,Medium
10992,Cross Stitch (Outlander  #1),Diana Gabaldon,4.23,0099911701,9780099911708,eng,2384,323,1994,3,Arrow Books,True,False,Long
10993,The Eight,Katherine Neville,3.91,0345419081,9780345419088,eng,536,60,1997,6,Ballantine Books,False,False,Medium
10996,Your Eight Year Old: Lively and Outgoing,Louise Bates Ames/Frances L. Ilg/Carol C. Haber/Betty David,3.86,0440506816,9780440506812,eng,183,26,1990,3,Dell,False,False,Short
11000,Eight Mindful Steps to Happiness: Walking the Buddha's Path,Henepola Gunaratana,4.3,0861711769,9780861711765,eng,1103,50,2001,6,Wisdom Publications,False,False,Short
11002,Eight Men Out: The Black Sox and the 1919 World Series,Eliot Asinof/Stephen Jay Gould,4.03,0805065377,9780805065374,eng,8614,242,2000,5,Holt Paperbacks,False,False,Medium
11003,Eleven on Top (Stephanie Plum  #11),Janet Evanovich,4.16,0312985347,9780312985349,eng,91695,1731,2006,6,St. Martin's Press,True,False,Medium
11005,El Clan Del Oso Cavernario,Jean M. Auel/Leonor Tejada Conde-Pelayo,4.05,9684581149,9789684581142,spa,176,12,1981,9,Lasser Press,False,False,Medium
11006,The Portable James Joyce,James Joyce/Harry Levin,4.17,0517618877,9780517618875,eng,20,3,1986,8,Random House Value Publishing/TheViking Press,False,False,Long
11012,Dubliners,James Joyce/Jeri Johnson/Thiên Lương,3.85,0192839993,9780192839992,eng,91755,3246,2001,3,Oxford University Press,False,False,Short
11013,Finnegans Wake,James Joyce,3.67,0571217354,9780571217359,eng,9780,591,2002,11,Faber & Faber,False,False,Medium
11016,Jane Eyre,Charlotte Brontë/Stevie Davies,4.12,0141441143,9780141441146,eng,8333,874,2006,6,Penguin Classics,False,False,Medium
11019,Jane Eyre,Charlotte Brontë/Richard J. Dunn,4.12,0393975428,9780393975420,eng,1475,156,2000,12,W. W. Norton & Company,False,False,Medium
11021,Jane Eyre,Jane E. Gerver/Bill Dodge/Charlotte Brontë,4.06,0679886184,9780679886181,eng,140,8,1997,6,Random House Books for Young Readers,False,False,Short
11022,Purity of Blood (Adventures of Captain Alatriste  #2),Arturo Pérez-Reverte/Margaret Sayers Peden,3.75,0452287987,9780452287983,eng,3240,130,2006,11,Plume,True,False,Short
11026,Barnaby Rudge,Charles Dickens/John Bowen/Hablot Knight Browne,3.81,0140437282,9780140437287,eng,8156,366,2003,2,Penguin Books Ltd.,False,False,Long
11027,No me cogeréis vivo: artículos 2001-2005,Arturo Pérez-Reverte,4.16,8420469432,9788420469430,spa,199,5,2005,11,Alfaguara,False,False,Medium
11031,The Flanders Panel,Arturo Pérez-Reverte/Margaret Jull Costa,3.79,0156029588,9780156029582,eng,12998,589,2004,6,Mariner Books,False,False,Short
11033,The Seville Communion,Arturo Pérez-Reverte/Sonia Soto,3.68,0156029812,9780156029810,eng,3912,209,2004,6,Mariner Books,False,False,Medium
11036,Little Birds,Anaïs Nin,3.72,0156029049,9780156029049,eng,7888,366,2004,2,Mariner Books,False,False,Short
11037,The Diary of Anaïs Nin  Vol. 2: 1934-1939,Anaïs Nin/Gunther Stuhlmann,4.18,0156260263,9780156260268,eng,1775,47,1970,3,Mariner Books,False,False,Medium
11038,"Henry and June: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1931-1932",Anaïs Nin,3.9,015640057X,9780156400572,eng,8311,449,1990,10,Mariner Books,False,False,Medium
11043,House of Incest,Anaïs Nin/Val Telberg,3.8,0804001480,9780804001489,eng,1843,143,1991,2,Swallow Press,False,False,Short
11044,The Diary of Anaïs Nin  Vol. 3: 1939-1944,Anaïs Nin/Gunther Stuhlmann,4.18,0156260271,9780156260275,eng,1392,40,1971,3,Mariner Books,False,False,Medium
11045,The Spectator Bird,Wallace Stegner,3.99,0140139400,9780140139402,eng,4808,550,1990,11,Penguin,False,False,Short
11047,The Big Book of Boy Stuff,Bart King/Chris Sabatino,4.23,1586853333,9781586853334,eng,147,25,2004,7,Gibbs Smith Publishers,False,False,Short
11048,The Boys of Everest: Chris Bonington and the Tragedy of Climbing's Greatest Generation,Clint Willis,3.86,0786715790,9780786715794,eng,452,36,2006,9,Carroll & Graf Publishers,False,False,Medium
11062,Roald Dahl: The Storyteller (Famous Lives),Jason Hook,4.06,0750244917,9780750244916,eng,0,0,2004,8,Hodder Wayland,False,False,Short
11069,Les Nouvelles Recettes irrésistibles de Roald Dahl,Roald Dahl/Quentin Blake,4.14,2070536289,9782070536283,fre,0,0,2002,9,Gallimard Jeunesse,False,False,Short
11071,Relatos de lo inesperado,Roald Dahl/Carmelina Payá/Antonio Samons,4.18,8433920863,9788433920867,spa,387,30,2016,6,Anagrama,False,False,Medium
11075,Konfetti Ungemütliches + Ungezogenes,Roald Dahl,3.59,3499158477,9783499158476,ger,27,1,1987,1,Rowohlt Taschenbuch Verlag GmbH,False,False,Short
11077,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,J. Maarten Troost,3.87,0767915305,9780767915304,eng,19422,2077,2004,6,Broadway Books,False,False,Short
11089,The Read-Aloud Handbook,Jim Trelease,4.41,0143037390,9780143037392,eng,4357,707,2006,7,Penguin Books Ltd.,False,False,Medium
11095,The Working Poor: Invisible in America,David K. Shipler,4.03,0375708219,9780375708213,eng,4929,369,2005,1,Vintage,False,False,Medium
11101,First Comes Love (Hot Water  California #1),Christie Ridgway,3.81,0380818957,9780380818952,eng,1051,47,2002,1,Avon Books,True,False,Medium
11106,Eat Right 4 Your Type,Peter J. D'Adamo/Catherine Whitney,3.57,071267716X,9780712677165,eng,186,16,1998,4,Century,False,False,Medium
11119,The Annotated Gulliver's Travels,Jonathan Swift/Isaac Asimov,3.57,0517539497,9780517539491,eng,57,9,1980,10,Random House Value Publishing,False,False,Short
11121,Gulliver's Travels,Jonathan Swift/Robert A. Greenberg,3.57,0393099415,9780393099416,eng,174,9,1980,3,W. W. Norton & Company,False,False,Medium
11130,The Chronicles of Narnia CD Box Set,C.S. Lewis/Kenneth Branagh,4.26,0694524751,9780694524754,eng,202,24,2004,10,HarperFestival,False,False,Short
11136,The Chronicles of Narnia (The Chronicles of Narnia  #1-7),C.S. Lewis/Pauline Baynes,4.26,0060765453,9780060765453,eng,1131,53,2005,10,HarperEntertainment,False,True,Long
11137,Mere Christianity,C.S. Lewis/Kathleen Norris,4.32,0060652926,9780060652920,eng,7665,664,2015,4,HarperOne,False,False,Short
11138,Mere Christianity,C.S. Lewis,4.32,0684823780,9780684823782,eng,240060,5828,1996,6,Touchstone Books,False,False,Short
11149,The Screwtape Letters,C.S. Lewis,4.22,0060652896,9780060652890,eng,116834,4746,2001,3,HarperCollins,False,False,Short
11154,The Screwtape Letters/Book & Study Guide,C.S. Lewis,4.22,0800783360,9780800783365,eng,96,12,1976,1,Fleming H Revell Co,False,False,Short
11157,Four Mothers,Shifra Horn/Dalya Bilu,3.69,0312263236,9780312263232,eng,204,28,2000,6,Picador,False,False,Short
11159,Four Mothers at Chautuaqua,Pansy/Isabella MacDonald Alden,4.04,0842331913,9780842331913,eng,28,1,1997,4,Living Books,False,False,Short
11161,The Trial of God: (as it was held on February 25  1649  in Shamgorod),Elie Wiesel/Robert McAfee Brown/Matthew Fox,4.14,0805210539,9780805210538,eng,957,72,1995,11,Schocken,False,False,Short
11162,Summer for the Gods: The Scopes Trial and America's Continuing Debate Over Science and Religion,Edward J. Larson/Brian Troxell,3.9,0674854292,9780674854291,eng,1458,108,1998,11,Harvard University Press,False,False,Medium
11166,Dawn (The Night Trilogy  #2),Elie Wiesel/Frances Frenaye,3.87,0809037726,9780809037728,eng,12576,975,2006,3,Hill & Wang,True,False,Short
11167,The Forgotten,Elie Wiesel/Stephen Becker,3.94,0805210199,9780805210194,eng,503,36,1995,1,Schocken Books Inc,False,False,Medium
